trade_date,group,period_return,factor
2020-01-02,1.0,-0.15326413416385903,composite_equal_industry_size_neutral
2020-01-02,2.0,-0.09175365184767569,composite_equal_industry_size_neutral
2020-01-02,3.0,-0.06927712678659857,composite_equal_industry_size_neutral
2020-01-02,4.0,0.03216171965572397,composite_equal_industry_size_neutral
2020-01-02,5.0,-0.10785932532122956,composite_equal_industry_size_neutral
2020-01-03,1.0,-0.13683067550271402,composite_equal_industry_size_neutral
2020-01-03,2.0,-0.07286490544881415,composite_equal_industry_size_neutral
2020-01-03,3.0,-0.05759689732629604,composite_equal_industry_size_neutral
2020-01-03,4.0,0.0447737678019212,composite_equal_industry_size_neutral
2020-01-03,5.0,-0.10210594106211174,composite_equal_industry_size_neutral
2020-01-06,1.0,-0.1289861653084895,composite_equal_industry_size_neutral
2020-01-06,2.0,-0.07294308354711393,composite_equal_industry_size_neutral
2020-01-06,3.0,-0.04697989392626713,composite_equal_industry_size_neutral
2020-01-06,4.0,0.055596149762106126,composite_equal_industry_size_neutral
2020-01-06,5.0,-0.07287668915968966,composite_equal_industry_size_neutral
2020-01-07,1.0,-0.13134329425059704,composite_equal_industry_size_neutral
2020-01-07,2.0,-0.06148366332180809,composite_equal_industry_size_neutral
2020-01-07,3.0,-0.06010795637098207,composite_equal_industry_size_neutral
2020-01-07,4.0,0.05841344422474321,composite_equal_industry_size_neutral
2020-01-07,5.0,-0.07977643707294377,composite_equal_industry_size_neutral
2020-01-08,1.0,-0.11818870505756658,composite_equal_industry_size_neutral
2020-01-08,2.0,-0.05299078450955462,composite_equal_industry_size_neutral
2020-01-08,3.0,-0.05312978119113571,composite_equal_industry_size_neutral
2020-01-08,4.0,0.06817710263301478,composite_equal_industry_size_neutral
2020-01-08,5.0,-0.08343923264529297,composite_equal_industry_size_neutral
2020-01-09,1.0,-0.021088736916798266,composite_equal_industry_size_neutral
2020-01-09,2.0,-0.0840604188620289,composite_equal_industry_size_neutral
2020-01-09,3.0,-0.0452151596963338,composite_equal_industry_size_neutral
2020-01-09,4.0,-0.10245941067947416,composite_equal_industry_size_neutral
2020-01-09,5.0,-0.01916818836756272,composite_equal_industry_size_neutral
2020-01-10,1.0,-0.047098204553680814,composite_equal_industry_size_neutral
2020-01-10,2.0,-0.04619989752207546,composite_equal_industry_size_neutral
2020-01-10,3.0,0.00839631495094919,composite_equal_industry_size_neutral
